Filter Wave Flux F_er
SDSS:u 0.3519021246126397 5.32000012753997e-05 2.1e-06
SDSS:g 0.48199694202385923 6.920000305399299e-05 1e-06
SDSS:r 0.6246977662012919 9.490000229561701e-05 1.2e-06
SDSS:i 0.7634912086792645 0.00012099999730708078 2e-06
SDSS:z 0.9017941824088558 0.00011600000289035961 5e-06
WISE:W1 3.350010705106716 0.0003640000068116933 2.7766888e-05
WISE:W2 4.600019302768061 0.0005299999975250103 4.3462627e-05
WISE:W3 11.559823320737253 0.0014733332985391219 0.00026153395
WISE:W4 22.09066818952177 0.003572000050917268 0.0018759532
"W1 (WISE)" 3.3533831991051453 0.000549 3.975185530261449e-05
"W2 (WISE)" 4.60510688172043 0.0005726666666666666 5.835649064157302e-05
"W3 (WISE)" 11.574998378378377 0.0017533333333333333 0.000296293773137405
"W4 (WISE)" 22.0435630882353 0.0033366666666666666 0.0017973405353465992
